SourceID,RCRAName,FacLat,FacLong,RCRAUniverse,FacPercentMinority,RCRACurrSNC,RCRACurrComplStatus,RCRAQtrsInSNC,RCRAQtrsInNC
CAR000015909,LENNOX HEARTH PRODUCTS,33.926211,-118.229149,LQG,98.641,No,No Violation,0,0
CAR000016428,"AVIBANK MFG, INC.",34.20119,-118.38176,LQG,67.145,No,Noncompliance,0,4
CAR000016824,WEATHERLY CORNER,34.07719,-118.388309,LQG,30.714,No,No Violation,0,0
CAR000017715,"FTG CIRCUITS, INC.",34.24807,-118.58587,LQG,62.163,No,No Violation,0,2
CAR000020099,801 ROYAL OAKS INSTALLATION A,34.14321,-117.98786,LQG,68.467,No,No Violation,0,0
CAR000021430,ANODIZING INDUSTRIES - 5160,34.07265,-118.17307,LQG,92.776,No,No Violation,0,0
CAR000030080,"POLYPEPTIDE LABORATORIES, INC.",33.84583,-118.34015,LQG,59.885,No,No Violation,0,0
CAR000031393,PANASONIC DISC MANUFACTURING CORP,33.843095,-118.34468,LQG,56.945,No,No Violation,0,0
CAR000032185,CVS PHARMACY #9697,34.033619,-118.692615,LQG,22.375,No,No Violation,0,0
CAR000032227,CVS PHARMACY #9647,34.204716,-118.221661,LQG,36.935,No,No Violation,0,0
CAR000032235,CVS PHARMACY #9775,34.04624,-118.52611,LQG,18.917,No,No Violation,0,0
CAR000032243,CVS PHARMACY #9732,34.08674,-118.32662,LQG,64.164,No,No Violation,0,0
CAR000032250,CVS PHARMACY #9630,34.18347,-118.46619,LQG,62.131,No,No Violation,0,0
CAR000032276,CVS PHARMACY #9685,34.13643,-118.21641,LQG,63.349,No,No Violation,0,0
CAR000032474,CVS PHARMACY #9726,34.01933,-118.49066,LQG,31.223,No,No Violation,0,0
CAR000032946,R. L. ANODIZING AND PLATING INC,34.22408,-118.37841,LQG,78.154,No,Noncompliance,0,12
CAR000033811,GULFSTREAM AEROSPACE CORPORATION - PAINT HANGAR,33.819983,-118.139848,LQG,56.933,No,No Violation,0,0
CAR000034165,RITE AID #5458,34.022056,-118.355628,LQG,81.399,No,No Violation,0,0
CAR000034322,ALCOA INC. FORMER WESLOCK SITE,33.91058,-118.27397,LQG,97.489,No,No Violation,0,0
CAR000035329,LOS ANGELES AIR FORCE BASE (FORT MAC ARTHUR),33.98335,-118.46875,LQG,38.225,No,No Violation,0,0
CAR000036848,"EL SEGUNDO POWER, LLC",33.91649,-118.42763,LQG,26.055,No,No Violation,0,0
CAR000037226,PHILLIPS 66 LOS ANGELES TERMINAL,33.90916,-118.27841,LQG,97.026,No,No Violation,0,0
CAR000037499,"RPI COATING, INC.",33.94451,-118.05525,LQG,83.369,No,No Violation,0,0
CAR000037655,THE BUMPER BOYZ,33.99385,-118.22905,LQG,98.522,No,No Violation,0,5
CAR000037705,LONG BEACH GENERATION LLC,33.761987,-118.226639,LQG,87.375,No,No Violation,0,0
CAR000038091,COSTCO WHOLESALE # 476,33.80419,-118.33475,LQG,60.46,No,No Violation,0,0
CAR000038265,AES ALAMITOS LLC,33.768889,-118.101111,LQG,31.763,No,No Violation,0,0
CAR000038893,"AES REDONDO BEACH, LLC",33.850278,-118.395,LQG,37.581,No,No Violation,0,2
CAR000039230,KIRKHILL-TA COMPANY,34.43685,-118.62564,LQG,60.624,No,No Violation,0,0
CAR000039461,GOLDEN STATE MAGNETIC & PENETRANT LAB INC,34.23814,-118.4103,LQG,88.043,No,No Violation,0,0
CAR000040782,CVS PHARMACY #9643,34.223187,-118.39644,LQG,80.307,No,No Violation,0,0
CAR000043513,"WEST VALLEY PLATING,",34.22776,-118.53283,LQG,63.705,No,No Violation,0,0
CAR000046250,"PLAYA CAPITAL COMPANY, LLC",33.97351,-118.42694,LQG,46.547,No,No Violation,0,0
CAR000047159,COSMETIC LABORATORIES OF AMERICA LLC,34.23457,-118.57493,LQG,67.212,No,Noncompliance,0,12
CAR000047696,UNIVAR USA INC.,33.9925,-118.133056,"LQG, Transporter",94.106,No,Noncompliance,0,8
CAR000047720,"ELECTROMATIC, INC",33.89994,-118.03281,LQG,79.373,No,No Violation,0,1
CAR000047795,COSTCO WHOLESALE # 479,33.9911,-118.44655,LQG,44.747,No,No Violation,0,0
CAR000048694,DEL WEST ENGINEERING LIVINGSTON,34.44071,-118.62675,LQG,60.737,No,No Violation,0,0
CAR000050104,BRENNTAG PACIFIC INC,33.937333,-118.060278,LQG,84.742,No,No Violation,0,5
CAR000050310,E/M COATING SERVICES,34.24687,-118.58611,LQG,62.668,No,No Violation,0,0
CAR000050575,QUALLION,34.30138,-118.46129,LQG,84.553,No,No Violation,0,0
CAR000052142,PECHINEY CAST PLATE,33.99654,-118.21164,LQG,98.186,No,No Violation,0,0
CAR000052241,"LENS TECHNOLOGY I, LLC",33.882639,-118.027394,LQG,77.097,No,No Violation,0,0
CAR000053751,RITE AID NO 6318,34.01824,-117.5932,LQG,75.79,No,No Violation,0,0
CAR000054031,JOHNSON & JOHNSON CONSUMER INC.,33.94944,-118.38311,LQG,78.522,No,No Violation,0,0
CAR000054056,SPECTRUM PLATING CO.,33.842296,-118.318841,LQG,72.06,No,No Violation,0,0
CAR000055020,PHENOMENEX MAIN CAMPUS,33.84535,-118.32482,LQG,69.607,No,No Violation,0,2
CAR000055707,NELSON NAMEPLATE COMPANY,34.11056,-118.24641,LQG,66.714,No,No Violation,0,0
CAR000056135,"AIR PRODUCTS AND CHEMICALS, INC.",33.812778,-118.231389,LQG,90.637,No,No Violation,0,0
CAR000058479,"VALLEY PLATING WORKS, INC.",33.99672,-118.15199,LQG,96.031,No,No Violation,0,0
CAR000064329,PRECISION CONTROL FINISHING,33.92079,-118.06394,LQG,84.594,No,No Violation,0,1
CAR000067611,SHELL SERVICE STATION,34.41325,-118.56049,LQG,41.113,No,No Violation,0,0
CAR000068007,"METAL FINISHING MARKETERS, INC.",34.01717,-118.19952,LQG,97.811,No,No Violation,0,2
CAR000068031,BYRD MIDDLE SCHOOL,34.22166,-118.40527,LQG,82.163,No,No Violation,0,0
CAR000068536,SUNVAIR,34.435234,-118.590246,LQG,46.162,No,No Violation,0,0
CAR000069526,COMMERCE REFUSE-TO-ENERGY FACILITY,33.9949,-118.1539,LQG,96.073,Yes,Significant Violation,2,2
CAR000069534,COMPTON FIELD OFFICE,33.888571,-118.218737,LQG,96.977,No,No Violation,0,0
CAR000069930,NORTHRIDGE COMMERCE CENTER,34.23467,-118.53608,LQG,63.001,No,No Violation,0,0
CAR000071167,THE BOEING COMPANY,33.92504,-118.39536,LQG,65.373,No,No Violation,0,0
CAR000071589,THE BOEING COMPANY,33.92419,-118.39317,LQG,67.143,No,No Violation,0,0
CAR000071704,"PRC DESOTO INTERNATIONAL, INC. (ASC-LA)",34.43003,-118.56832,LQG,41.261,No,No Violation,0,0
CAR000071761,INEOS POLYPROPYLENE LLC,33.82399,-118.23177,LQG,89.271,No,No Violation,0,0
CAR000073254,FLEXIBLE TECHNOLOGIES INC,33.87626,-118.02048,LQG,74.18,No,No Violation,0,0
CAR000073544,RHODIA RHONE POULENC,33.843333,-118.232844,LQG,90.07,No,No Violation,0,0
CAR000074351,"PRICE TRANSFER, INC",33.839202,-118.217509,LQG,86.189,No,No Violation,0,0
CAR000074385,SERVICE STATION - 135435,33.89437,-118.3524,LQG,73.357,No,No Violation,0,0
CAR000075077,MEDTRONIC MINIMED,37.320892,-122.050893,LQG,63.792,No,No Violation,0,0
CAR000075770,MEDTRONIC MINIMED,34.25725,-118.52531,LQG,57.106,No,No Violation,0,0
CAR000075838,COSTCO WHOLESALE # 671,33.89972,-118.37214,LQG,64.54,No,No Violation,0,0
CAR000077891,TRIUMPH AEROSPACE STRUCTURES HAWTHORNE,33.92136,-118.32652,LQG,92.971,No,No Violation,0,0
CAR000079756,"ARDAGH METAL PACKAGING USA, INC.",33.737967,-118.263918,LQG,68.342,No,Noncompliance,0,12
CAR000080085,HARD CHROME PRODUCTS / DTSC,33.99155,-118.2645,LQG,97.578,No,No Violation,0,0
CAR000080737,SERVICE STATION - SAP 135546,33.921287,-118.279964,LQG,,No,No Violation,0,0
CAR000081422,BRITE PLATING,34.01827,-118.19951,LQG,97.815,No,No Violation,0,0
CAR000082172,AQUAFINE CORPORATION,34.446487,-118.634174,LQG,57.688,No,No Violation,0,0
CAR000082347,LA BOARD MILLS,33.98146,-118.16282,LQG,95.476,No,No Violation,0,0
CAR000082727,GENZYME GENETICS,33.979256,-118.420701,LQG,48.35,No,No Violation,0,0
CAR000083865,"TRIDENT PLATING, INC",33.94543,-118.06003,LQG,84.642,No,No Violation,0,1
CAR000084459,FOUR STAR CHEMICAL,34.01336,-118.21571,LQG,97.162,No,Noncompliance,0,12
CAR000086025,CVS PHARMACY #9688,34.138248,-118.10167,LQG,63.2,No,No Violation,0,0
CAR000086041,CVS PHARMACY #9496,33.896577,-118.395965,LQG,48.35,No,No Violation,0,0
CAR000086629,"RECON REFRACTORY & CONSTRUCTION, INC",33.829338,-118.167319,LQG,75.298,No,No Violation,0,0
CAR000088443,GENES PLATING WORKS INC. NOAKES FACI,34.01427,-118.19767,LQG,97.91,No,No Violation,0,0
CAR000089714,ELEMENT MATERIALS TECHNOLOGY,33.86729,-118.23559,LQG,95.688,No,Noncompliance,0,5
CAR000090803,"CROWLEY PETROLEUM SERVICES, INC/ INTREPID SHIP MANAGEMENT- LONG BEACH",33.758637,-118.216118,LQG,,No,No Violation,0,0
CAR000091512,CUNICO CORP,33.78732,-118.21838,LQG,88.394,No,No Violation,0,0
CAR000093336,UNIVAR NOAKES STREET,34.01292,-118.182,LQG,97.903,No,No Violation,0,0
CAR000094813,VWR INTERNATIONAL LLC,34.109898,-117.826154,LQG,50.303,No,No Violation,0,0
CAR000095208,TARGET STORE T1409,33.85045,-118.142161,LQG,70.254,No,No Violation,0,0
CAR000095216,TARGET STORE T1411,34.074558,-118.072996,LQG,91.873,No,No Violation,0,0
CAR000095570,COSTCO WHOLESALE # 677,34.183815,-118.323158,LQG,45.727,No,No Violation,0,0
CAR000095612,"ISU PETASYS, INC.",34.3049,-118.45917,LQG,85.445,No,No Violation,0,1
CAR000098830,COSTCO WHOLESALE # 679,33.99496,-117.92106,LQG,90.793,No,No Violation,0,0
CAR000102970,COORSTEK,33.9269,-118.38924,LQG,71.672,No,No Violation,0,0
CAR000103259,HONEYWELL INTERNATIONAL INC. (SITE A),33.85833,-118.32108,LQG,75.908,No,No Violation,0,0
CAR000103283,COSTCO WHOLESALE # 410,33.91995,-118.10371,LQG,84.97,No,No Violation,0,0
CAR000103309,COSTCO WHOLESALE # 412,34.13356,-117.92561,LQG,78.647,No,No Violation,0,0
CAR000103325,COSTCO WHOLESALE # 769,33.94547,-118.33416,LQG,95.808,No,No Violation,0,0
CAR000103424,COSTCO WHOLESALE # 447,34.40361,-118.46192,LQG,54.909,No,No Violation,0,0
CAR000103432,COSTCO WHOLESALE # 459,34.03228,-118.09621,LQG,94.613,No,No Violation,0,1
CAR000103606,COSTCO WHOLESALE # 437,34.23096,-118.55355,LQG,66.327,No,No Violation,0,0
CAR000103630,COSTCO WHOLESALE # 428,34.08785,-118.1487,LQG,86.221,No,No Violation,0,0
CAR000103648,COSTCO WHOLESALE # 424,33.80436,-118.16487,LQG,71.717,No,No Violation,0,0
CAR000104471,STRUCTURAL COMPOSITES INDUSTRIES LLC,34.0487,-117.80733,LQG,81.509,No,No Violation,0,2
CAR000104885,HONEYWELL EL SEGUNDO SITE,33.90311,-118.39613,LQG,52.505,No,No Violation,0,0
CAR000107334,FORMER AMERICAN METALS RECYCLING SERVICES,33.84982,-118.29462,LQG,82.737,No,No Violation,0,0
CAR000107763,LAUSD-PROCUREMENT SERVICES CENTER,33.980675,-118.107461,LQG,90.69,No,No Violation,0,0
CAR000110155,SERVICE STATION - SAP 135089,33.889429,-118.130259,LQG,,No,No Violation,0,0
CAR000110320,SCE GOULD SUBSTATION,34.22296,-118.18936,LQG,46.244,No,No Violation,0,0
CAR000110353,THREE VALLEYS MUNICIPAL WATER DISTRICT,34.128744,-117.698172,LQG,46.601,No,No Violation,0,0
CAR000111492,ALLOC ELECTROPLATING LLC,34.00725,-117.913585,LQG,91.713,No,No Violation,0,0
CAR000111567,"SOS METALS, INC.",33.8821,-118.27327,LQG,94.243,No,No Violation,0,2
CAR000112755,"WHITING ENTERPRISES, INC DBA HI TECH METAL POLISHING",33.94409,-118.05975,LQG,84.568,No,No Violation,0,5
CAR000113118,GERALD DESMOND BRIDGE,33.76312,-118.22469,LQG,87.033,No,No Violation,0,0
CAR000114207,EL SEGUNDO POWER II LLC NORTH AND SOUTH,33.91649,-118.42763,LQG,26.055,No,No Violation,0,0
CAR000115196,UNITED STATES ALUMINUM,34.00801,-118.20323,LQG,97.973,No,No Violation,0,0
CAR000115428,LAUSD-BEAUDRY BUILDING,34.05606,-118.2571,LQG,89.155,No,No Violation,0,0
CAR000115568,PIER ECHO / PIER T,33.757576,-118.220891,LQG,84.285,No,No Violation,0,0
CAR000115642,SERVICE STATION - SAP 135511,33.922935,-118.249408,LQG,,No,No Violation,0,0
CAR000116426,CHEVRON 90922,34.02392,-118.48588,LQG,32.132,No,No Violation,0,0
CAR000116582,CHEVRON #90716,34.01971,-118.49757,LQG,29.995,No,No Violation,0,0
CAR000116632,CHEVRON 90477,34.120213,-118.228801,LQG,66.523,No,No Violation,0,0
CAR000116707,CHEVRON 90624,34.10382,-118.33867,LQG,46.257,No,No Violation,0,0
CAR000116731,CHEVRON STATION 90274,34.14597,-118.12184,LQG,60.605,No,No Violation,0,0
CAR000117184,CHEVRON 91319,34.20125,-118.46544,LQG,74.752,No,No Violation,0,0
CAR000117192,CHEVRON 91324,34.03849,-118.55577,LQG,14.056,No,No Violation,0,0
CAR000117358,CHEVRON 91629,34.06239,-118.13382,LQG,93.914,No,No Violation,0,0
CAR000118232,CHEVRON 93777,33.819744,-118.385279,LQG,42.566,No,No Violation,0,0
CAR000118281,CHEVRON 202019,33.9014,-118.39627,LQG,50.097,No,No Violation,0,0
CAR000118307,CHEVRON 202030,34.04113,-118.04975,LQG,94.875,No,No Violation,0,0
CAR000118737,CHEVRON 93691,34.038666,-118.377243,LQG,59.669,No,No Violation,0,0
CAR000119057,CHEVRON 95153,34.15394,-118.65292,LQG,24.175,No,No Violation,0,0
CAR000119149,CHEVRON 95560,34.16098,-118.29997,LQG,38.779,No,No Violation,0,0
CAR000119321,HUNTINGTON PARK ELEMENTARY SCHOOL,33.985229,-118.194864,LQG,97.876,No,No Violation,0,0
CAR000119339,HOPE ELEMENTARY SCHOOL,33.969521,-118.209997,LQG,97.982,No,No Violation,0,0
CAR000119354,MADISON ELEMENTARY SCHOOL,33.94639,-118.214704,LQG,98.06,No,No Violation,0,0
CAR000119370,ESCUTIA PRIMARY SCHOOL,33.97916,-118.19779,LQG,97.788,No,No Violation,0,0
CAR000119396,CHEVRON 96606,34.170113,-118.16167,LQG,62.757,No,No Violation,0,0
CAR000119867,CHEVRON 97608,33.90615,-118.42101,LQG,24.927,No,No Violation,0,0
CAR000120113,CHEVRON 98474,33.69345,-117.98894,LQG,37.493,No,No Violation,0,0
CAR000120204,CHEVRON #99266,34.01434,-118.48531,LQG,32.707,No,No Violation,0,0
CAR000120253,CHEVRON 99759,34.2793,-118.50282,LQG,59.567,No,No Violation,0,0
CAR000121376,CHEVRON 95008,34.09799,-118.36533,LQG,31.534,No,No Violation,0,0
CAR000121566,COSTCO WHOLESALE # 48,34.18099,-118.46616,LQG,61.102,No,No Violation,0,0
CAR000121954,CHEVRON 93037,33.9259,-118.10583,LQG,84.812,No,No Violation,0,0
CAR000122119,SCE SAUGUS SUBSTATION,34.423026,-118.573093,LQG,40.106,No,No Violation,0,0
CAR000122564,CHEVRON 96788,33.9019,-118.29106,LQG,93.884,No,No Violation,0,0
CAR000122614,CHEVRON 97240,33.94541,-118.36956,LQG,85.025,No,No Violation,0,0
CAR000123141,CHEVRON 93100,34.06365,-118.44863,LQG,34.71,No,No Violation,0,0
CAR000123299,CHEVRON 94177,34.25725,-118.58896,LQG,57.177,No,No Violation,0,0
CAR000123406,CHEVRON 209725,33.80386,-118.16769,LQG,73.267,No,No Violation,0,0
CAR000123778,CHEVRON #92894,34.008826,-118.413903,LQG,51.927,No,No Violation,0,0
CAR000123828,CHEVRON 92766,34.17244,-118.46615,LQG,54.41,No,No Violation,0,0
CAR000124172,SANTEE EDUCATION COMPLEX,34.029335,-118.261671,LQG,93.42,No,No Violation,0,0
CAR000124511,HARBOR NORTH YARD,33.95925,-118.23743,LQG,98.607,No,No Violation,0,0
CAR000124602,LAUSD-BELLINGHAM PRIMARY CENTER,34.19296,-118.39872,LQG,66.008,No,No Violation,0,0
CAR000124610,COUGHLIN ELEMENTARY SCHOOL,34.27035,-118.4024,LQG,92.459,No,No Violation,0,0
CAR000124628,HOLLYWOOD PRIMARY CENTER,34.091013,-118.319051,LQG,65.277,No,No Violation,0,0
CAR000124636,LEXINGTON PRIMARY CENTER,34.09346,-118.28837,LQG,76.978,No,No Violation,0,0
CAR000124925,CHEVRON 207669,34.01073,-118.28275,LQG,95.95,No,No Violation,0,0
CAR000124941,CHEVRON 202035,34.13434,-118.00082,LQG,71.199,No,No Violation,0,0
CAR000125401,CHEVRON 207667,33.89599,-118.22486,LQG,97.871,No,No Violation,0,0
CAR000125500,CHEVRON 206907,33.94545,-118.34447,LQG,94.02,No,No Violation,0,0
CAR000125534,GARZA PRIMARY CENTER,34.02498,-118.21841,LQG,95.137,No,No Violation,0,0
CAR000126276,SHELL SERVICE STATION - 135454,33.874404,-118.202802,LQG,93.927,No,No Violation,0,0
CAR000126656,SERVICE STATION - SAP 135173,34.029051,-117.940664,LQG,,No,No Violation,0,0
CAR000126847,ISLAND ELEMENTARY SCHOOL,33.77543,-118.26606,LQG,84.319,No,No Violation,0,0
CAR000126854,MAYWOOD ELEMENTARY SCHOOL,33.99369,-118.1846,LQG,97.882,No,No Violation,0,0
CAR000126862,LIECHTY MIDDLE SCHOOL,34.055345,-118.270205,LQG,88.64,No,No Violation,0,0
CAR000126870,CLINTON MIDDLE SCHOOL,34.01833,-118.27574,LQG,94.648,No,No Violation,0,0
CAR000126888,LAUSD-MAYWOOD ACADEMY HIGH SCHOOL,33.98311,-118.18846,LQG,97.7,No,No Violation,0,0
CAR000126904,BAKEWELL PRIMARY CENTER,33.95939,-118.28934,LQG,99.159,No,No Violation,0,0
CAR000126938,LIZARRAGA ELEMENTARY SCHOOL,34.01023,-118.26859,LQG,94.976,No,No Violation,0,0
CAR000126946,AURORA ELEMENTARY SCHOOL,33.99506,-118.25713,LQG,97.479,No,No Violation,0,0
CAR000127787,ASTRO PAK CORPORATION,33.931663,-118.129306,LQG,86.178,No,No Violation,0,0
CAR000127803,AMANECER PRIMARY CENTER,34.024873,-118.18624,LQG,97.853,No,No Violation,0,0
CAR000127977,CHAVEZ ELEMENTARY SCHOOL ,34.0886,-118.16781,LQG,87.075,No,No Violation,0,0
CAR000127993,KINGSLEY ELEMENTARY SCHOOL,34.09197,-118.3025,LQG,71.861,No,No Violation,0,0
CAR000128017,MACK ELEMENTARY SCHOOL,34.02652,-118.29372,LQG,94.3,No,No Violation,0,0
CAR000128033,HARMONY ELEMENTARY SCHOOL,34.00663,-118.25973,LQG,95.2,No,No Violation,0,0
CAR000128058,RIORDAN PRIMARY CENTER,34.11078,-118.19642,LQG,80.458,No,No Violation,0,0
CAR000128066,KIM ELEMENTARY SCHOOL,34.07029,-118.30788,LQG,79.121,No,No Violation,0,0
CAR000128074,MACARTHUR PARK PRIMARY CENTER,34.05755,-118.27919,LQG,87.405,No,No Violation,0,0
CAR000128108,LAKE STREET PRIMARY CENTER,34.06757,-118.271093,LQG,84.688,No,No Violation,0,0
CAR000128116,OLYMPIC PRIMARY CENTER,34.04812,-118.27094,LQG,90.493,No,No Violation,0,0
CAR000128140,HARVARD ELEMENTARY SCHOOL,34.07725,-118.30448,LQG,77.003,No,No Violation,0,0
CAR000128157,MARIPOSA NABI PRIMARY CENTER,34.05308,-118.29895,LQG,87.54,No,No Violation,0,0
CAR000128348,PANORAMA ELEMENTARY SCHOOL,34.22646,-118.45749,LQG,82.357,No,No Violation,0,0
CAR000128355,BERNSTEIN HIGH SCHOOL,34.09503,-118.3136,LQG,65.391,No,No Violation,0,0
CAR000128363,CONTRERAS LC,34.058089,-118.26175,LQG,88.701,No,No Violation,0,0
CAR000128371,TWEEDY ELEMENTARY SCHOOL,33.94348,-118.18265,LQG,95.257,No,No Violation,0,0
CAR000128447,PARKS LEARNING CENTER,34.23159,-118.46106,LQG,82.331,No,No Violation,0,0
CAR000128801,BURKE HIGH SCHOOL,34.21791,-118.45264,LQG,80.859,No,No Violation,0,0
CAR000128819,VISTA MIDDLE SCHOOL,34.22147,-118.459585,LQG,81.07,No,No Violation,0,0
CAR000128827,PANORAMA SENIOR HIGH SCHOOL,34.21659,-118.44877,LQG,80.788,No,No Violation,0,0
CAR000128843,WEST ADAMS PREPARATORY HIGH SCHOOL,34.04001,-118.28972,LQG,92.311,No,No Violation,0,0
CAR000128868,ROBERT F KENNEDY COMMUNITY OF SCHOOLS,34.06177,-118.297699,LQG,83.807,No,No Violation,0,0
CAR000128876,ROYBAL LEARNING CENTER,34.062279,-118.25514,LQG,88.554,No,No Violation,0,0
CAR000128884,OCHOA LEARNING CENTER,33.96682,-118.17686,LQG,95.507,No,No Violation,0,0
CAR000128900,COLUMBUS AVE ELEMENTARY SCHOOL,34.192628,-118.464044,LQG,69.442,No,No Violation,0,0
CAR000128918,NORTHRIDGE ACADEMY HIGH SCHOOL,34.24536,-118.52329,LQG,59.695,No,No Violation,0,0
CAR000128934,INTERNATIONAL STUDIES LEARNING CENTER,33.94194,-118.22156,LQG,98.334,No,No Violation,0,0
CAR000128942,SENDAK ELEMENTARY SCHOOL,34.17848,-118.3795,LQG,56.594,No,No Violation,0,0
CAR000128967,MAPLE PRIMARY CENTER,34.01541,-118.2706,LQG,94.61,No,No Violation,0,0
CAR000129007,PHILLIPS 66 WILMINGTON REALTY,33.777012,-118.260988,LQG,,No,No Violation,0,0
CAR000129163,EUROFINS EATON ANALYTICAL,34.143215,-117.989072,LQG,68.604,No,No Violation,0,2
CAR000130922,BANNING MUSEUM PUMPHOUSE,33.78908,-118.25863,LQG,90.153,No,No Violation,0,0
CAR000130997,COSTCO WHOLESALE # 762,34.76007,-118.46654,LQG,20.874,No,No Violation,0,0
CAR000140152,EAST VALLEY SENIOR HIGH SCHOOL,34.17057,-118.3703,LQG,53.406,No,No Violation,0,0
CAR000140335,LAUSD-VICTORY BLVD ELEMENTARY SCHOOL,34.18649,-118.39218,LQG,60.684,No,No Violation,0,0
CAR000140855,"TRIUMPH PROCESSING, INC - PLANT 2",33.9237,-118.22725,LQG,98.641,No,No Violation,0,0
CAR000141184,TUJUNGA WELLS,34.228333,-118.414444,LQG,85.678,No,No Violation,0,0
CAR000142075,TARGET STORE T0199,33.8884,-118.39475,LQG,45.852,No,No Violation,0,0
CAR000145508,M & O OPER NORTH 1,34.201049,-118.492491,LQG,,No,No Violation,0,0
CAR000146837,PHILIP WEST INDUSTRIAL SERVICES,33.815324,-118.171444,"LQG, Transporter",79.273,No,No Violation,0,0
CAR000147942,PORT OF LONG BEACH,33.77171,-118.24007,LQG,91.386,No,No Violation,0,0
CAR000149096,NORWALK FACILITY,33.90949,-118.08128,LQG,85.684,No,No Violation,0,0
CAR000149575,"ALPERT & ALPERT IRON & METAL, INC.",33.78726,-118.22313,LQG,89.849,No,No Violation,0,0
CAR000149633,ROY ROMER MIDDLE SCHOOL,34.18865,-118.39652,LQG,63.292,No,No Violation,0,0
CAR000150219,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC",34.552688,-118.096575,LQG,,No,No Violation,0,0
CAR000150284,MAXDEM INCORPORATED,34.098537,-117.81468,LQG,,No,No Violation,0,0
CAR000150318,BUILDING MOVING DEPARTMENT,34.23147,-118.373751,LQG,80.272,No,No Violation,0,0
CAR000151183,CA DWR PEARBLOSSOM O&M CENTER,34.433709,-117.879265,LQG,,No,No Violation,0,0
CAR000151209,OSO PUMPING PLANT,34.726433,-118.254781,LQG,,No,No Violation,0,0
CAR000151407,LAPD ELYSIAN PARK ACADEMY RANGE,34.0821,-118.24208,LQG,85.242,No,No Violation,0,0
CAR000151860,"REGENCY CENTER, LLC",33.832375,-118.160298,LQG,70.345,No,No Violation,0,0
CAR000152207,"MERCURY PLASTICS, INC.",34.022069,-117.978954,"LQG, Transporter",91.299,No,No Violation,0,0
CAR000152892,CWD LLC,33.838454,-118.286011,LQG,83.582,No,No Violation,0,0
CAR000152900,A&B SANDBLAST COMPANY,33.99386,-118.22846,LQG,98.51,No,No Violation,0,0
CAR000154245,LAUSD-SOUTH EAST LEARNING CENTER,33.94096,-118.17837,LQG,94.852,No,No Violation,0,0
CAR000154302,BRENNTAG PACIFIC INC,34.01651,-118.19987,LQG,97.814,No,No Violation,0,0
CAR000154609,BUENA VISTA PUMP STATION,34.063996,-118.244946,LQG,,No,No Violation,0,0
CAR000154658,NRC ENVIRONMENTAL SERVICES INC.,33.768444,-118.21101,"LQG, Transporter",85.361,No,No Violation,0,0
CAR000155200,MJ PLATING,34.22644,-118.52873,LQG,63.379,No,No Violation,0,0
CAR000155226,SIEMENS HEALTHCARE DIAGNOSTICS INC,33.926832,-118.371694,LQG,81.864,No,No Violation,0,0
CAR000155622,LAUSD JORDAN HIGH SCHOOL,33.944504,-118.23114,LQG,98.531,No,No Violation,0,0
CAR000156091,PLAINS WEST COAST TERMINALS LLC,33.76021,-118.24235,LQG,90.819,No,No Violation,0,0
CAR000156349,"OPI PRODUCTS, INC.",34.20714,-118.41707,LQG,76.348,No,No Violation,0,6
CAR000156448,LAUSD-GRATTS NEW PC,34.05647,-118.26399,LQG,88.867,No,No Violation,0,0
CAR000156653,LAPD - HARBOR RANGE,33.778109,-118.295991,LQG,75.241,No,No Violation,0,0
CAR000156851,"MYERS CONTAINE, LLC",34.011887,-117.860183,LQG,,No,No Violation,0,2
CAR000158410,LITHOGRAPHIX INC,33.92056,-118.32652,LQG,93.17,No,No Violation,0,0
CAR000158899,DEPENDABLE HIGHWAY EXPRESS,34.02561,-118.22329,LQG,94.6,No,No Violation,0,0
CAR000158972,HONDA PERFORMANCE DEVELOPMENT,34.431,-118.57464,LQG,42.915,No,No Violation,0,0
CAR000159590,ODYSSEY TRANSPORTATION INC OF NEVADA,33.89944,-118.26529,"LQG, Transporter",97.307,No,No Violation,0,0
CAR000159616,PACIFIC ELECTRIC LOFTS,34.045008,-118.250182,LQG,91.388,No,No Violation,0,0
CAR000159657,EAST LOS ANGELES HIGH SCHOOL NO 2,34.042404,-118.174907,LQG,97.031,No,No Violation,0,0
CAR000159756,PUENTE HILLS MATERIALS RECOVERY FACILITY,34.029515,-118.014333,LQG,93.804,No,No Violation,0,0
CAR000160218,ECOLAB VEHICLE CARE C/O WEBER DIST,33.90245,-118.04239,LQG,81.554,No,No Violation,0,0
CAR000160267,WESTWAY FEED PRODUCTS CO INC,33.76667,-118.26649,LQG,82.213,No,No Violation,0,0
CAR000160440,HONEYWELL ALLIED SIGNAL N HOLLYWOOD,34.19755,-118.3863,LQG,66.143,No,No Violation,0,0
CAR000160457,HONEYWELL ALLIED SIGNAL N HOLLYWOOD,34.19755,-118.3863,LQG,66.143,No,No Violation,0,0
CAR000160465,HONEYWELL ALLIED SIGNAL N HOLLYWOOD,34.20484,-118.38779,LQG,69.879,No,No Violation,0,0
CAR000160770,THE BOEING COMPANY,33.811469,-118.341017,LQG,58.027,No,No Violation,0,0
CAR000160804,MANHOLES NO 280 279 278 VAULT K,34.15233,-118.33343,LQG,42.669,No,No Violation,0,0
